"user_name","user_description","user_link","location","investments","followers","date"
"Grab a Feed","Restaurant Menu Listing","https://angel.co/grab-a-feed","Brisbane","Sep ’15",1,2015-09-01
"Snippet Repo","Members-only code repository","https://angel.co/snippet-repo","Brisbane","Feb ’14",3,2014-02-01
"RampUp","Mythbusters for Small Business","https://angel.co/rampup","Brisbane","Sep ’13",3,2013-09-01
"Outbound","Social network for travelers","https://angel.co/outbound-4","Brisbane","Jul ’15",3,2015-07-01
"Mad Lane Productions","Australian Sci-Fi Series","https://angel.co/mad-lane-productions","Brisbane","Jun ’16",1,2016-06-01
"GymTube","Videos for Gym (YouTube)","https://angel.co/gymtube","Brisbane","Jan ’13",4,2013-01-01
"M4 Office Technology","Trip Advisor For Activities/Events","https://angel.co/m4-office-technology","Brisbane","Jul ’16",1,2016-07-01
"Gurgle Creative Juices Pty","Organic, healthy, freshly made juices and smoothies.","https://angel.co/gurgle-creative-juices-pty","Brisbane","Oct ’13",2,2013-10-01
"Education Curb","Gamification of Education","https://angel.co/education-curb","Brisbane","May ’15",5,2015-05-01
"Digi.training","Online courses by digital experts","https://angel.co/digi-training","Brisbane","Feb ’15",3,2015-02-01
"IEinfotech","Ezy Cards payment","https://angel.co/ieinfotech","Brisbane","Sep ’15",1,2015-09-01
"Brand Toolbox","Dropbox for Brand & Marketing Teams","https://angel.co/brand-toolbox-synrg","Melbourne","Dec ’15",2,2015-12-01
"adadactyl","SiteScout for Remnant Radio Advertising Slots","https://angel.co/adadactyl","Townsville City","Sep ’14",2,2014-09-01
"Time Clock Mobile","Employee Time Tracking","https://angel.co/time-clock-mobile","Gold Coast","Mar ’15",3,2015-03-01
"EatCool","Smartphone ordering","https://angel.co/eatcool","Brisbane","Nov ’15",2,2015-11-01
"BuxChange","Exchange file everywhere without smartphone and internet connection","https://angel.co/buxchange","Roma","Nov ’15",2,2015-11-01
"Life Anchored","Short term missions on cruise ships","https://angel.co/lifeanchored","Gold Coast","May ’13",6,2013-05-01
"Bunchy","Bunchy, meetup for cyclists, only better.","https://angel.co/bunchy","Townsville City","Feb ’16",1,2016-02-01
"MindHive","Better policy through crowdsourced ideas","https://angel.co/mindhive","Brisbane","Apr ’15",4,2015-04-01
"Oxygen Labs","High Growth Coworking Space","https://angel.co/oxygen-labs","Brisbane","Feb ’15",1,2015-02-01
"Micron Property","Australian Wholesale Property and development","https://angel.co/micron-property","Brisbane","May ’14",7,2014-05-01
"Spotlight Reporting","Putting the power of business intelligence at your fingers","https://angel.co/spotlight-reporting-3","Brisbane","Mar ’16",1,2016-03-01
"Components Only","The easiest way to buy and sell heavy equipment components","https://angel.co/components-only","Brisbane","Dec ’14",1,2014-12-01
"ECDL POWER","e-learning platform - computer skills - online essential - word processing - spreadsheets","https://angel.co/ecdl-power","Roma","May ’14",4,2014-05-01
"Penny Snap","New Innovative Online Trading Platform With Guaranteed Profits!!!","https://angel.co/penny-snap","Brisbane","Jan ’16",1,2016-01-01
"Cashies","Uber for tradies","https://angel.co/cashies","Brisbane","Sep ’15",2,2015-09-01
"Systina","Business Management System","https://angel.co/systina","Brisbane","Aug ’15",1,2015-08-01
"ICan robotics","Robots for personal health care","https://angel.co/ican-robotics","Roma","Sep ’15",3,2015-09-01
"Octeeon","eBay in reverse","https://angel.co/octeeon-1","Brisbane","Sep ’14",1,2014-09-01
"CorporateRealEstate.com","Connect with Sale and Lease Opportunities","https://angel.co/corporaterealestate-com","Brisbane","Sep ’14",3,2014-09-01
"EatCheat","Order any recipe. All ingredients delivered. By drone","https://angel.co/eatcheat","Brisbane","Oct ’14",4,2014-10-01
"Dasha Face Detector","Real Time Human Face Tracking","https://angel.co/dasha-face-detector","Roma","Oct ’15",5,2015-10-01
"Buzvil","Fitness classes on demand","https://angel.co/buzvil","Brisbane","Dec ’15",2,2015-12-01
"Dog & Bone Holdings","Superior smart phone cases (Otterbox and Speck)","https://angel.co/dog-bone-holdings","Brisbane","Aug ’14",2,2014-08-01
"David Clark Group P/L","Renewable Energy - not wind or sun","https://angel.co/david-clark-group-p-l","Brisbane","Oct ’13",1,2013-10-01
"CommercePipe","Australian B2B lead generation and risk management SaaS","https://angel.co/commercepipe","Brisbane","Nov ’15",7,2015-11-01
"Wofle","Anonymous chat and picture sharing app based on locality","https://angel.co/wofle","Brisbane","Sep ’15",1,2015-09-01
"KoLab Remote Studios  / Kontrol Booth","Cloud based musician collaboration","https://angel.co/kolab-remote-studios-kontrol-booth","Gold Coast","Aug ’15",3,2015-08-01
"freeadsau","Australian site for ad, announcements","https://angel.co/freeadsau","Brisbane","Aug ’13",1,2013-08-01
"franchisetemplatesnewzealand","franchise documents for NZ","https://angel.co/franchisetemplatesnewzealand","Brisbane","Aug ’13",1,2013-08-01
"JOBAN FRAGRANCE CANDLES","colourful luxury scented candles","https://angel.co/joban-fragrance-candles","Brisbane","Dec ’15",1,2015-12-01
"RecFinder","connecting candidates to the right recruiter","https://angel.co/recfinder","Brisbane","Jan ’16",1,2016-01-01
"EzyClient","Shopify for Personal service businesses","https://angel.co/ezyclient","Brisbane","Sep ’12",11,2012-09-01
"FathomHQ","Financial Intelligence and performance reports for businesses and their advisors","https://angel.co/fathomhq-1","Brisbane","Aug ’15",3,2015-08-01
"iKeepClient","Beautifully simple client management software","https://angel.co/ikeepclient-1","Brisbane","Apr ’15",2,2015-04-01
"Early Eater","Time-based discounted Restaurant dining","https://angel.co/early-eater","Gold Coast","May ’15",2,2015-05-01
"Like a Photon Creative","We Make Stellar Kids Content","https://angel.co/like-a-photon-creative","Brisbane","Jul ’15",2,2015-07-01
"Lighthouse","Machine learning for ecommerce stores","https://angel.co/lighthouse-1","Brisbane","Jul ’15",1,2015-07-01
"ThankBank","Blood donors get rewarded","https://angel.co/thankbank","Brisbane","Jun ’15",1,2015-06-01
"Bright Conferences","Facilitating awesome learning experiences","https://angel.co/bright-conferences","Brisbane","Jul ’15",1,2015-07-01
"Qwik Coin","Live smarter","https://angel.co/qwik-coin","Brisbane","Jun ’15",1,2015-06-01
"Qwik Coin","Live smarter","https://angel.co/qwik-coin-1","Brisbane","Jun ’15",0,2015-06-01
"Hook Brands","Captivate Customers","https://angel.co/hook-brands","Gold Coast","May ’15",2,2015-05-01
"AdsRoom","Real Time Communication for SME","https://angel.co/adsroom","Gold Coast","Jun ’15",1,2015-06-01
"MODA Creative","https://youtu.be/B7jin8Zq7YM","https://angel.co/moda-creative-1","Brisbane","Jun ’15",1,2015-06-01
"Roam","Roam- Create friendships worldwide","https://angel.co/roam-2","Brisbane","Sep ’14",1,2014-09-01
"ROAM social networking app","Make friends from around the world","https://angel.co/roam-social-networking-app","Brisbane","Aug ’14",1,2014-08-01
"Various","Renewable Power Developer","https://angel.co/various-3","Brisbane","May ’12",3,2012-05-01
"JCH Media","Digital Business Solutions","https://angel.co/jch-media","Brisbane","Jul ’16",1,2016-07-01
"OCA Group","Find your dream job!","https://angel.co/oca-group","Brisbane","Oct ’15",1,2015-10-01
"Bill Hero","Bill savings platform for your home. Add services, monitor, get notified to save.","https://angel.co/bill-hero","Brisbane","Oct ’13",7,2013-10-01
"Douglas Investments","Over-50 Communicators","https://angel.co/douglas-investments","Brisbane","Apr ’15",1,2015-04-01
"Anxley","Anxiety disorder and stress help (Headspace app)","https://angel.co/anxley","Gold Coast","Sep ’15",2,2015-09-01
"Pirate Scan","Google for piracy detection.","https://angel.co/pirate-scan","Brisbane","Mar ’11",15,2011-03-01
"Spotlight Reporting","Putting the power of business intelligence at your fingers","https://angel.co/spotlight-reporting-4","Brisbane","Mar ’16",1,2016-03-01
"Hunted Hive Digital Solutions","Hunted Hive aims to build world-class applications that are profitable and scalable","https://angel.co/hunted-hive-digital-solutions","Brisbane","Aug ’15",2,2015-08-01
"Brisbanesurgeons","We make your body fit and beautiful","https://angel.co/brisbanesurgeons","Brisbane","Apr ’16",1,2016-04-01
"DEMCRATIC","Democracy in the cloud","https://angel.co/demcratic","Brisbane","Mar ’16",1,2016-03-01
"Amaze360","Private Cloud Technologies","https://angel.co/amaze360","Brisbane","Mar ’16",2,2016-03-01
"Lace n Ruffles","Lace n Ruffles buy and sell vintage, pre-loved items from around the world.","https://angel.co/lace-n-ruffles","Brisbane","Feb ’14",2,2014-02-01
"From the Ground:Up Skin Co.","All Natural Face Mud","https://angel.co/from-the-ground-up-skin-co","Gold Coast","Mar ’16",1,2016-03-01
"Two Heavy Media","Transform digital publishing","https://angel.co/two-heavy-media","Gold Coast","May ’16",2,2016-05-01
"Trav the app","All in one travel planner, your personal concerige.","https://angel.co/trav-the-app","Brisbane","Dec ’15",2,2015-12-01
"Rising Sun Yacht Charters","Luxurious business operating on Great Barrier Reef","https://angel.co/rising-sun-yacht-charters","Cairns","May ’16",1,2016-05-01
"Milestones Technology Group","MTG provides start-ups and small businesses","https://angel.co/milestones-technology-group","Brisbane","Jul ’16",1,2016-07-01
"EduHub","Facebook for Universities and Colleges","https://angel.co/eduhub-2","Brisbane","Jul ’16",1,2016-07-01
"RH and LK Carter","Helping people who are sick of their jobs and lifestyle to find another way.","https://angel.co/rh-and-lk-carter","Townsville","Jul ’16",1,2016-07-01
"Rodolfo Shoes","Innovative Shoes","https://angel.co/rodolfo-shoes","Roma","Jul ’16",1,2016-07-01
"Ozgoods","Our major product will make entrepreneurs more money.","https://angel.co/ozgoods","Brisbane","Jul ’16",1,2016-07-01
"Tennis Tour Challenge App","Freemium arcade tennis app","https://angel.co/tennis-tour-challenge-app","Brisbane","Jul ’16",1,2016-07-01
"Growth Learning","Mobile learning for training organisations","https://angel.co/growth-learning","Brisbane","Jul ’16",2,2016-07-01
"Path4 Group","Global Recruitment Software","https://angel.co/path4-group","Brisbane","Jul ’16",1,2016-07-01
"National Tiles-Noosaville","National Tiles was establised in the late 1970's by Frank Walker","https://angel.co/national-tiles-noosaville","Queensland","Jul ’16",1,2016-07-01
"Pharmanex","After many years of searching, I found the Perfect Business","https://angel.co/pharmanex","Brisbane","Jun ’16",2,2016-06-01
"Create Training","Innovative Animated Compliance Training","https://angel.co/create-training","Brisbane","Jun ’16",1,2016-06-01
"Complex Institute - Gold Coast","Complex Institute of Education is one of Australia's leading RTOs.","https://angel.co/complex-institute-gold-coast","Brisbane","Jun ’16",1,2016-06-01
"Complex Institute - Brisbane","Complex Institute of Education is one of Australia's leading RTOs.","https://angel.co/complex-institute-brisbane","Brisbane","Jun ’16",1,2016-06-01
"Zenue","We help people hire out their property for weddings.","https://angel.co/zenue","Brisbane","Jun ’16",1,2016-06-01
"IntegraPay","IntegraPay was born with technology innovators","https://angel.co/integrapay","Brisbane","Jun ’16",1,2016-06-01
"A Grade Sanding & Polishing","A Grade Sanding & Polishing is a family owned business","https://angel.co/a-grade-sanding-polishing","Brisbane","Jun ’16",1,2016-06-01
"Impos - Brisbane","ImPOS Online understand that time is money and a fast, reliable and effective POS system.","https://angel.co/impos-brisbane","Brisbane","Jun ’16",1,2016-06-01
"Gold River Garage Doors","garage door repair","https://angel.co/gold-river-garage-doors-3","Gold Coast","Jun ’16",1,2016-06-01
"National Tiles-Mackay","National Tiles has the international market knowledge.","https://angel.co/national-tiles-mackay","Mackay","Jun ’16",1,2016-06-01
"Abira Gems","Loose Gemstones for Sale in Australia","https://angel.co/abira-gems-1","Brisbane","May ’16",1,2016-05-01
"Dirt Busters","Mobile Car Detailers Brisbane and Gold Coast","https://angel.co/mobilecardetailers","Brisbane","May ’16",1,2016-05-01
"volatilitykings","invest in yourself!","https://angel.co/volatilitykings","Gold Coast","May ’16",2,2016-05-01
"Speedy Host","High quality hosting at a great price.","https://angel.co/speedy-host-1","Gold Coast","May ’16",1,2016-05-01
"Lung Defender","100% Natural Lung Physiotherapy","https://angel.co/lung-defender","Brisbane","May ’16",1,2016-05-01
"National Tiles-Springwood","National Tiles has the international market knowledge","https://angel.co/national-tiles-springwood","Brisbane","May ’16",1,2016-05-01
"National Tiles-Brisbane","National Tiles has the international market knowledge.","https://angel.co/national-tiles-brisbane","Brisbane","May ’16",1,2016-05-01
"Chilli Law","Chilli Law is a dynamic law firm","https://angel.co/chilli-law","Brisbane","May ’16",1,2016-05-01
"Wanderlust The Travel Tribe","Travel Social Network","https://angel.co/wanderlust-the-travel-tribe","Brisbane","Apr ’16",6,2016-04-01
"Pack Queen-brisbane","We make packaging simple & easy by providing you with over thousands of quality products.","https://angel.co/pack-queen-brisbane","Brisbane","Apr ’16",1,2016-04-01
"Resort Style Bean Bags","Resort Style Bean Bags & Outdoor Furnishings","https://angel.co/resort-style-bean-bags","Gold Coast","Apr ’16",1,2016-04-01
"123jobs","Match.com for vocational employment","https://angel.co/123jobs","Brisbane","Apr ’16",1,2016-04-01
"Isabellas Passion","Australia's leading women's clothing store","https://angel.co/isabellas-passion","Brisbane","Apr ’16",2,2016-04-01
"Blush Bras and Lingerie","Australias leading online lingerie Store","https://angel.co/blush-bras-and-lingerie","Gold Coast","Apr ’16",1,2016-04-01
"Creative Concrete and Cutting Services","Reliable and Professional Services for Gold Coast and Brisbane","https://angel.co/creative-concrete-and-cutting-services","Brisbane","Apr ’16",1,2016-04-01
"Neotill","Mobile creditcard payments","https://angel.co/neotill","Brisbane","Apr ’16",2,2016-04-01
"Black Bow Chauffeur","We Drive With Class and Provide Personal Transfer Service","https://angel.co/blackbowchauffeur","Brisbane","Mar ’16",1,2016-03-01
"Aabon Apartments & Motel","Top motels & apartments in Brisbane and surrounding areas","https://angel.co/aabon-apartments-motel-1","Brisbane","Mar ’16",1,2016-03-01
"Airport Wooloowin Motel","Leading motel & apartments surrounding in Brisbane and other areas","https://angel.co/airport-wooloowin-motel-1","Brisbane","Mar ’16",1,2016-03-01
"Litesbook","Litesbook is the New Social Media Innovation","https://angel.co/litesbook","Cairns","Mar ’16",2,2016-03-01
"River City Glass","Local Glass Specialist in Brisbane & Surrounding Areas","https://angel.co/river-city-glass-1","Brisbane","Mar ’16",1,2016-03-01
"Gigspot","Discover and book gigs online","https://angel.co/gigspot","Brisbane","Mar ’16",3,2016-03-01
"Austral Cleaning Brisbane","Cleaning Services","https://angel.co/austral-cleaning-brisbane-1","Brisbane","Mar ’16",1,2016-03-01
"Flaurish","To help brick & mortar retailers get online & sell, by eliminating barriers to entry","https://angel.co/flaurish","Gold Coast","Feb ’16",2,2016-02-01
